STUDY_ID,TITLE,BIOME_MAP,CLIMATE,REALM,TAXA,Duration,CONTACT_1,CONTACT_2
412,Icthyoplankton data collected from Yenliao Bay in 6 stations northeast of Taiwan (1995-2000),Tropical seas,Temperate,Marine,Fish,6,Chih-hao Hsieh (Zac),NA
413,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,50,Author now deceased,NA
414,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,53,Author now deceased,NA
415,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,19,Author now deceased,NA
416,Bird populations in east central Illinois. Fluctuations variations and development over a half-century,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,26,Author now deceased,NA
419,Data collected aboard cruises off the coast of the Western Antarctic Penninsula,Polar ecoregions,Temperate,Marine,Birds,19,William R Fraser,NA
426,Phytoplankton time series from Lake Zurich,Small lake ecosystems,Temperate,Freshwater,Invertebrates,35,Francesco Pomati,NA
427,Zooplankton time series from Lake Zurich,Small lake ecosystems,Temperate,Freshwater,Invertebrates,32,Francesco Pomati,NA
429,Scleractinian corals from Orpheus and Magnetic Islands 2013 to 2020,Tropical coral,Tropical,Marine,Invertebrates,8,Chao-Yang Kuo,Andrew Baird
434,Summer Phytoplankton Densities 1992-2001,Small lake ecosystems,Polar,Freshwater,Invertebrates,10,Diane McKnight,John Priscu
437,Aceh WCS fish survey 2010 to 2016,Tropical coral,Tropical,Marine,Fish,7,Andrew Hoey,NA
438,Aceh WCS fish surveys,Tropical coral,Tropical,Marine,Fish,9,Andrew Hoey,NA
439,Long-term dynamics of bird populations in pine forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA
440,Long-term dynamics of bird populations in pine-birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA
441,Long-term dynamics of bird populations in birch forests of Ilmen Nature Reserve during the breeding period individuals / km2,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,13,Roberto Cazzolla Gatti,NA
442,Composition and abundance of bird species in the village Matabay in June 1980-1985 (absolute indicators (area 025 km2)),Montane grasslands and shrublands,Temperate,Terrestrial,Birds,6,Roberto Cazzolla Gatti,NA
443,Composition and abundance of bird species in the village Verhnjaja Elovka in June 1980-1985 (absolute indicators (area 025 km2)),Montane grasslands and shrublands,Temperate,Terrestrial,Birds,4,Roberto Cazzolla Gatti,NA
444,The dynamics of species composition and abundance of migratory birds of prey in the Irkut River mouth (absolute figures),Boreal forests/taiga,Temperate,Terrestrial,Birds,5,Roberto Cazzolla Gatti,NA
445,A number of waterfowl after periods of breeding and molting in the lower reaches of Ob River (thous. individuals / 22 thous. km2),Large river ecosystems,Temperate,Terrestrial,Birds,3,Roberto Cazzolla Gatti,NA
446,The density of population (ind/1000ha.) of hunting species of mammals in the Republic of Mordovia (Chamzinsky district),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,5,Roberto Cazzolla Gatti,NA
447,Long-term population dynamics of small mammals in the Natural Boundary Morozova Gora (individuals / 100 trap-nights),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Mammals,9,Roberto Cazzolla Gatti,NA
448,Number of small mammals in Verkhnyaya Angara basin (accounting period since 20.07 to 20.08 individuals /100 trap-nights,Boreal forests/taiga,Temperate,Terrestrial,Mammals,4,Roberto Cazzolla Gatti,NA
449,Indicators of abundance (individuals / 100 trap-nights) of different species of small mammals in different years with using trap grooves and a coefficient characterizing the adverse conditions winter,Boreal forests/taiga,Temperate,Terrestrial,Mammals,10,Roberto Cazzolla Gatti,NA
450,Composition (%) and biomass (thous. tons) of fish species  in Olyutorsky-Navarin area in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA
451,Composition (%) and biomass (thous. tons) of fish species  in  Gulf of Anadyr in 2005-2012,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,8,Roberto Cazzolla Gatti,NA
452,Year-to-year dynamics of total nekton biomass (thous. tons) in the upper epipelagic of the North-West Pacific in June-July of 2000s,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,9,Roberto Cazzolla Gatti,NA
453,Population dynamics of some species founded in all periods of study in the lake Bolshoi Kharbei in late July - early August (thous.individuals/m3),Small lake ecosystems,Polar/Temperate,Freshwater,Invertebrates,42,Roberto Cazzolla Gatti,NA
455,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,3,Chao-yang Kuo,Tung-Yung Fan
456,Dynamics of a coral reef community,Tropical seas,Tropical,Marine,Invertebrates,8,Chao-yang Kuo,Chaolun Allen Chen
457,Dynamics of a coral reef community,Tropical coral,Tropical,Marine,Invertebrates,12,Chao-yang Kuo,Chaolun Allen Chen
458,Beetles from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,4,Simon Thorn,Jorg Muller
459,Birds from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Birds,5,Simon Thorn,Jorg Muller
460,Fungi from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller
461,Lichens (obj) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller
462,Lichens (soil) from the Bavarian Forest unlogged,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Fungi,5,Simon Thorn,Jorg Muller
463,Mosses (obj) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller
464,Mosses (soil) from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,5,Simon Thorn,Jorg Muller
465,Plants from the Bavarian Forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,6,Simon Thorn,Jorg Muller
467,Spatial and temporal organisation of a coastal lagoon fish community,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,13,Jose Eduardo Rebelo,NA
468,A multi-decade time series of kelp forest community structure at San Nicolas Island California.,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,32,"Michael Kenner
",Tim Tinker
471,Prescribed Burn Effect on Chihuahuan Desert Grasses and Shrubs at the Sevilleta National Wildlife Refuge,Deserts and xeric shrublands,Temperate,Terrestrial,Plants,10,Esteban Muldavin,Scott Collins
473,Fourteen years of mapped permanent quadrats in a northern mixed prairie,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,14,Peter Adler,NA
475,Structure and dynamics of a passerine bird community in a spruce-dominated boreal forest,Boreal forests/taiga,Temperate,Terrestrial,Birds,13,Olav Hogstad,NA
476,Bromeliad invertebrate counts at different elevations in the Luquillo Experimental Forest,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Invertebrates,5,Barbara A. Richardson,NA
477,Epifaunal invertebrate survey from Goodwin Islands York River Estuary Chesapeake Bay,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,15,Jon S. Lefcheck,J. Emmett Duffy
478,Long term study of the stream ecosystems in the Breitenbach,Small river ecosystems,Temperate,Freshwater,Invertebrates,37,Diana Bowler,NA
480,ITEX Dataset 2 - Wolfcreek,Boreal forests/taiga,Temperate,Terrestrial,Plants,11,Jill Johnstone,NA
481,ITEX Dataset 3 - Bylot (Mesprairie and Mespolygon),Tundra,Polar,Terrestrial,Plants,8,Esther Levesque,NA
482,"ITEX Qikiqtarukâ€“Herschel Island, Herschel and Komakuk vegetation plots",Tundra,Polar,Terrestrial,Plants,19,Isla Myers-Smith,NA
483,ITEX Dataset 5 - Teberda (Malaya Alpine-Snowbed and Geranium Hedysarum Meadow),Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,24,Vladimir G. Onipchenko,Asem A. Akhmetzhanova
486,ITEX Dataset 8 - Valbercla (Alpine),Temperate coniferous forest,Temperate,Terrestrial,Plants,16,Christian Rixen,NA
489,ITEX Dataset 11 - Finse (Ridge),Tundra,Temperate,Terrestrial,Plants,9,Kari Klanderud,NA
490,ITEX Dataset 12 - Finse (Slope),Tundra,Temperate,Terrestrial,Plants,4,Kari Klanderud,NA
491,"ITEX Dataset 13 - Toolik (Dry, Moist)",Tundra,Polar,Terrestrial,Plants,15,Willam A. Gould,NA
492,"ITEX Dataset 14 - Toolik (LTER Heath, LTER Moist acidic tussock, LTER non-acidic tussock, LTER wet sedge, SAG wet sedge2, Tussock 1981 plots)",Tundra,Polar,Terrestrial,Plants,25,Gauis R. Shaver,NA
493,"ITEX Dataset 15 - Sadvent (MES-cover, MES-photo, wet-cover, wet-photo)",Tundra,Polar,Terrestrial,Plants,6,Elisabeth J. Cooper,NA
494,"ITEX Dataset 16 - Finse (Nfinse, Ridge cover)",Tundra,Temperate,Terrestrial,Plants,12,Kari Klanderud,NA
497,"ITEX Dataset 19 - Teberda (Festuca Varia Grassland, Malaya Alpine Lichen-Heath)",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,29,Vladimir G. Onipchenko,Asem A. Akhmetzhanova
498,"ITEX Dataset 20 - Torngats (Nakvakdry, Nakvakwet)",Tundra,Temperate,Terrestrial,Plants,4,Luise Hermanutz,Laura Siegwart Collier
502,"Long-term tree demography in old-growth forests of Huron Mts, MI from permanent-plot censuses, 1962-2009",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,48,Kerry D. Woods,NA
503,Coral data from Lizard Island,Tropical coral,Tropical,Marine,Invertebrates,2,Joshua S. Madin,Mia Hoogenboom
504,Red Sea artificial reefs,Temperate shelf and seas ecoregions,Temperate,Marine,Fish,5,Jonathan Belmaker,NA
508,"ITEX Dataset 21 - Sadvent (MES-Pointframe, Wet-Pointframe)",Tundra,Polar,Terrestrial,Plants,3,Elisabeth J. Cooper,NA
510,Butterfly fauna in Mount Gariwang-san Korea,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,29,Cheolmin Lee,NA
511,Demersal fish hauls from Guanabara Bay Brazil 2005-2015,Tropical seas,Tropical,Marine,Fish,11,Gabriel Barros GonÃ§alves de Souza,Marcelo Vianna
515,Assemblage-level responses of phyllostomid bats to tropical forest fragmentation,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,3,Christoph Meyer,NA
516,A large-scale fragmentation experiment for Neotropical bats,Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Mammals,17,Ricardo Rocha,Adria Lopez-Baucells
550,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.25sqm quadrat,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber
551,Long-term Mollusc Population Abundance and Size Data from the Georgia Coastal Ecosystems LTER 0.5sqm quadrat,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,21,GCE-LTER Information Manager,Merryl Alber
552,UHURU experiment: tree census detailed 2009-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,11,Jacob Goheen,NA
553,UHURU experiment: understory of large quadrats 2008-2019,"Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Plants,12,Jacob Goheen,NA
555,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: 20mm survey, mesoplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,26,Samuel M Bashevkin,NA
563,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, ver 4: Fish Restoration Program, macroplankton.",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA
564,"Zooplankton abundance in the Upper San Francisco Estuary from 1972-2021, version 4: Fish Restoration Program, mesoplankton",Small river ecosystems,Temperate,Freshwater,Invertebrates,3,Samuel M Bashevkin,NA
569,Cover and density of southwestern ponderosa pine understory plants in permanent chart quadrats (2002â€“2020),Temperate coniferous forest,Temperate,Terrestrial,Plants,21,Margaret M. Moore,NA
573,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Skanais Mazsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,21,Agnija Skuja,Davis Ozolins
574,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecate",Large river ecosystems,Temperate,Freshwater,Invertebrates,48,Agnija Skuja,Davis Ozolins
575,"eLTER Benthic invertebrates at three sites at River Salaca, Latviaâ€” Vecsalaca",Large river ecosystems,Temperate,Freshwater,Invertebrates,33,Agnija Skuja,Davis Ozolins
576,"Long-term Plant Biomass Monitoring Data from Altamaha River Plant Transition Sites near the Georgia Coastal Ecosystems LTER Project on Sapelo Island, Georgia","Tropical and subtropical grasslands, savannas and shrublands",Temperate/Tropical,Freshwater,Plants,10,Dr. Steven C. Pennings,NA
577,Phytoplankton species abundance in Lake Inba (Japan) from 1986 to 2016,Small lake ecosystems,Temperate,Freshwater,Plants,31,Maiko Kagami,Akemi Iwayama
579,War-in-the-Pacific National Historical Park marine biological survey,Tropical coral,Tropical,Marine,Fish,26,Kathy Dratch,Kelly Kozar
580,"Vegetation Data, Buxton Climate Change Experiment, UK, 1994-2009","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,16,Dr Jason Fridley,NA
581,Structure and dynamics of a mountain riparian forest at an upstream valley in central Japan,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,7,Tomohiro Yoshida,NA
582,Long term data from the Hanko Bird Observatory,"Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Birds,41,Kari Soilevaara,Jari Laitasalo
583,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate shelf and seas ecoregions,Temperate,Marine,Plants,13,Luke Andersson,NA
584,Long term monitoring of the rocky intertidal on Wizard Island in Barkley Sound,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,9,Luke Andersson,NA
585,Grasshopper species abundances in the Patch-Burn Grazing experiment at Konza Prairie,Flooded grasslands and savannas,Temperate,Terrestrial,Invertebrates,8,Dr Anthony Joern,NA
586,"Arthropod sweepnet sampling: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,4,Johannes Knops,Mark Ritchie
587,"Small Mammal Abundance: Interactive Effects of Deer, Fire and Nitrogen. Cedar Creek.","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Mammals,3,Johannes Knops,Mark Ritchie
588,"Insect Population Dynamics on the Main Cropping System Experiment at the Kellogg Biological Station, Hickory Corners, MI  (1989 to 2017)","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,29,Douglas Landis,Data Manager Kellogg Biological Station
589,"Santa Barbara Coastal LTER: Reef: Annual time series of biomass for kelp forest species, ongoing since 2000",Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,24,"Information Manager, Santa Barbara Coastal LTER",NA
590,Long-term population trends in three grassland insect groups: a comparative analysis of 1951 and 2009,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,59,Sebastian Schuch,NA
591,"Chagos Archipelago UVC fish surveys around rat-infested/rat-free islands, pre-/post- 2015 bleaching event",Tropical coral,Tropical,Marine,Fish,5,Casey Benkwitt,"Nick Graham, Shaun Wilson"
592,"Changes in the avifauna in a high Andean cloud forest
in Colombia over a 24-year period - Mist Net Captures",Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,25,Loreta Rosselli,F. Gary Stiles
593,Christmas Bird Count - Bogota (1989-2015),Tropical and subtropical moist broadleaf forests,Tropical,Terrestrial,Birds,26,Loreta Rosselli,"F. Gary Stiles, Sussy De La Zerda"
594,Native and non-native freshwater fish communities surrounding aquarium trade fish farms in Brazil - a decadal comparison,Small river ecosystems,Tropical,Freshwater,Fish,13,Andre L. B. Magalhaes,NA
598,"Desert Ecology Plot Network: Mammal Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Mammals,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo"
599,"Desert Ecology Plot Network: Herpetofauna Abundance Pit Traps, Simpson Desert, Western Queensland, 1990-2018",Deserts and xeric shrublands,Tropical,Terrestrial,Multiple,29,Glenda Wardle,"Chris Dickman, Aaron Greenville, Bobby Tamayo"
600,"Bulgaria Wintering Waterbirds, Aleksandar Stamboliyski Reservoir",Small lake ecosystems,Temperate,Freshwater,Birds,37,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev"
602,"Bulgaria Wintering Waterbirds, Lake Complexes",Small lake ecosystems,Temperate,Freshwater,Birds,42,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev"
603,Bulgaria Wintering Waterbirds Srebarna Lake,Lake ecosystem,Temperate,Freshwater,Birds,41,Vesela Evtimova,"Boris Nikolov, Radoslav Stanchev"
606,Ants and Ecosystem Function in Hemlock Removal Experiment at Harvard Forest 2006-2014,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,9,Harvard Forest Information Manager,NA
607,Ground vegetation data ICP Forests Level II plot Brasschaat,Temperate coniferous forest,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt
608,Ground vegetation data ICP Forests Level II plot Gontrode,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt
609,Ground vegetation data ICP Forests Level II plot Sonian forest,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,22,Arne Verstraten,Wouter Van Landuyt
610,ILTER Ebro Delta Bird Census,Large river delta ecosystems,Temperate,Terrestrial,Birds,57,Daniel Oro,NA
611,"Longâ€term observation of fish community in streams inside and outside road construction of Teshio River system, northern Hokkaido, Japan",Small river ecosystems,Temperate,Freshwater,Fish,20,Masahiro Nakamura,Yoshiyuki Umatani
612,"Long-term (2005â€“2017) macromoth community monitoring at Mt. Jirisan National Park, South Korea",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,13,Sei-Woong Choi,NA
613,"Diversity decrease of ant (Formicidae, Hymenoptera) after a forest disturbance: different responses among functional guilds",Temperate broadleaf and mixed forests,Temperate,Terrestrial,Invertebrates,3,Cheol Min Lee,Tae-Sung Kwon
614,LTER National Park Hoge Kempen Arachnids,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,28,Natalie Beenaerts,Luc Creveceour
615,LTER National Park Hoge Kempen Beetles,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,34,Natalie Beenaerts,Luc Creveceour
616,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Borfink station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann
617,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Mundung station",Small river ecosystems,Temperate,Freshwater,Invertebrates,21,Stefan Stoll,Fulgor Westermann
618,"LTER Hunsruck-Hochwald Benthic Aquatic Invertebrates, Oberlauf station",Small river ecosystems,Temperate,Freshwater,Invertebrates,20,Stefan Stoll,Fulgor Westermann
619,LTER ICP Lange Bramke Ground Vegetation,Temperate coniferous forest,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA
620,LTER ICP Solling Germany Beech Forest Ground Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA
621,LTER ICP Solling Germany Spruce Forest Vegetation,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Plants,28,Henning Meesenburg,NA
622,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,7,Gunther Van Ryckegem,NA
623,LTER INBO Lower Seascheldt Invertebrates 1999-2005,Small river ecosystems,Temperate,Freshwater,Invertebrates,8,Gunther Van Ryckegem,NA
624,LTER INBO Lower Seascheldt Waterbirds 1991-2017,Small river ecosystems,Temperate,Freshwater,Birds,27,Gunther Van Ryckegem,NA
625,LTER Lake Muggelsee Germany Phytoplankton,Small lake ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,NA
626,LTER Lake Muggelsee Germany Zooplankton,Small lake ecosystems,Temperate,Freshwater,Invertebrates,21,Rita Adrian,0
627,"LTER Norholm Hede, Denmark Plants","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,91,Inger Kappel Schmidt,NA
628,LTER Rhine-Main Observatory Aquatic Invertebrates,Small river ecosystems,Temperate,Freshwater,Invertebrates,16,Peter Haase,NA
631,"NIES Fish monitoring data in Lake Kasumigaura, 2005-2021",Large lake ecosystems,Temperate,Freshwater,Fish,17,Shin-ichiro S. Matsuzaki,Kumiko Totsu
632,"Point-count bird censusing: long-term monitoring of bird abundance and diversity along the Salt River in the greater Phoenix metropolitan area, ongoing since 2013",Small river ecosystems,Temperate,Terrestrial,Birds,6,Heather Bateman,Paige Warren
636,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 1984-1995",Small lake ecosystems,Temperate,Freshwater,Invertebrates,12,Stephen Carpenter,Mike Pace
637,"North Temperate Lakes LTER Core Data Phytoplankton, Paul Lake, 2013-2015",Small lake ecosystems,Temperate,Freshwater,Invertebrates,3,Stephen Carpenter,Mike Pace
638,Cascade Project at North Temperate Lakes LTER Core Data Zooplankton 1984 - 2016,Small lake ecosystems,Temperate,Freshwater,Invertebrates,33,Stephen Carpenter,Mike Pace
639,"Operation Wallacea marine site in Hoga, Indonesia - Wakatobi National Park",Tropical coral,Tropical,Marine,Fish,11,Dan Exton,NA
641,Regional Watershed Monitoring Program Fish Community Data (2018-2021),Small river ecosystems,Temperate,Freshwater,Fish,4,Jan Moryk,NA
642,"Regional Watershed Monitoring Program Benthic Macroinvertebrate Data, 2013-2021",Small lake ecosystems,Temperate,Freshwater,Invertebrates,8,Jessica Fang,Ryan Scott
643,Back into the past: Resurveying random plots to track community changes in Italian coastal dunes.,"Mediterranean forests, woodlands and scrubs",Temperate,Terrestrial,Plants,14,Marta Sperandii,NA
644,TRCA Waterfront Fish Data 2000 - 2018,Large lake ecosystems,Temperate,Freshwater,Fish,19,general,Angela Wallace
646,Cross-Scale Interactions and the Distribution-Abundance Relationship,Temperate broadleaf and mixed forests,Temperate,Terrestrial,Amphibians,15,Earl Werner,NA
647,Heatwave restructures marine intertidal communities across a stress gradient,Temperate shelf and seas ecoregions,Temperate,Marine,Invertebrates,12,Matthew Whalen,NA
650,Bees and their floral visits in Sapporo in 1979 and 1989,"Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Invertebrates,11,Takeshi Matsumura,Hisatomo Taki
651,"More coral, more fish? Contrasting snapshots from a remote Pacific atoll",Tropical coral,Tropical,Marine,Fish,29,Ricardo Beldade,NA
655,"Quadrat-based monitoring of desert grassland vegetation at the Jornada Experimental Range, New Mexico, 1915â€“2016","Tropical and subtropical grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,102,Erica Christensen,Jornada Data Manager
656,Long-term zooplankton community records Lake Suwa (1996-2017),Large lake ecosystems,Temperate,Freshwater,Invertebrates,22,Masaki Sakamoto,Yuichi Miyabara
657,"Flora at LTSER Zone Atelier Armorique - France, 1994-2017 [Data set]","Temperate grasslands, savannas and shrublands",Temperate,Terrestrial,Plants,24,Audrey Alignier,Yuichi Miyabara
658,"Herpethofauna from Aguas Santa Barbara, 2016-2020","Tropical and subtropical grasslands, savannas and shrublands",Tropical,Terrestrial,Multiple,5,Marcio Martins,"Filipe C. Serrano, Bruno F. Fiorillo"
659,Ainsdale Dune Slacks LTE,Flooded grasslands and savannas,Temperate,Terrestrial,Plants,37,Jonathan Millett,"Ciara Dwyer, Sally Edmonson"
660,Alcatrazes_monitoring_program,Tropical coral,Tropical,Marine,Fish,10,Juan Pablo Quimbayo,NA
661,"Fishes inhabiting tidepools in the Tablado Beach, Amazonian Coastal Zone, during the Wet Season",Multiple,Tropical,Marine,Fish,4,Bruno Eleres Soares,Luciano Fogaca de Assis Montag
